MolWt,LogP,TPSA,HBD,HBA,RotB,RadiusGyr,Asphericity,Spherocity,PMI1,PMI2,PMI3
247.34200000000016,2.1737,68.01,2,3,5,3.888930363903434,0.715901523860276,0.16599197161735818,384.77755535541337,3492.0744724419746,3604.6396486886274
456.32599999999974,3.7856000000000023,95.85000000000001,1,5,7,5.900030049110493,0.6880246715844378,0.15179804521819268,1822.5520032173145,14505.001038062832,15442.186687237234
451.6589999999995,3.8042000000000025,56.56,2,6,5,4.537339933738628,0.32785468085202846,0.2315862455084072,2813.2884645240797,6968.9843042650255,8814.744709371536
625.7010000000017,6.219700000000005,135.43999999999997,3,8,12,7.1106734249353245,0.7004600177463929,0.059609337067785886,3506.8242713271593,28546.304780764858,31219.854113541594
465.64199999999954,3.214900000000002,53.32000000000001,0,6,6,5.697408308254037,0.7190819468801602,0.15418932833105575,1533.8775533823439,14184.048178966617,14511.982630923154
338.7449999999998,3.586700000000002,44.870000000000005,0,5,6,4.396012444345256,0.5895209204055792,0.14150333983911775,1036.0330634773293,5691.076146250516,6365.334506861019
359.2599999999998,2.920000000000001,88.65,0,7,6,4.763682150814442,0.6418373596042833,0.10913246519747895,1100.580052629482,7243.00197059562,7961.553525148013
367.46799999999956,4.649600000000004,61.8,2,3,7,4.580165559798041,0.4498393559983642,0.15631371808156683,1775.4394715505928,6169.391202686906,7472.595407145605
507.6629999999998,4.238300000000002,64.25999999999999,2,5,6,6.743166071345895,0.6720945989535637,0.06879873715687176,2830.7819214029555,20622.757896765404,22713.626491673327
494.61999999999983,4.4139000000000035,61.46,1,5,6,6.6804310957072515,0.8062203400935452,0.07901103130112663,1508.4963397677448,20976.052002528195,21663.412284636885
430.94399999999973,1.98172,80.56,1,8,6,4.967701863823859,0.48790775207476916,0.12475533325631491,2244.9519372509326,8624.147420693003,10400.625977490834
306.4129999999996,3.6517000000000017,44.81,1,3,5,4.7542064519432685,0.7815062953206815,0.15072154082867745,536.1236204076116,6593.681956620101,6721.581211087895
322.47699999999963,4.990100000000004,16.130000000000003,0,3,5,4.939266599404846,0.7984851316935763,0.1505455378890929,558.8867762021642,7516.164293182442,7659.475376604154
433.50599999999963,5.095920000000005,46.84,0,5,7,5.975518263239089,0.8061095185290198,0.04787715365753109,1064.4508323159196,14570.889332281668,15322.899969126049
317.43599999999964,4.323600000000003,29.020000000000003,0,3,5,4.879188356588914,0.8128112927874181,0.0734920484893238,498.79030172928486,7168.319093262763,7446.957552804729
420.60699999999963,5.817020000000005,41.910000000000004,0,6,7,6.0278535015240085,0.7946206703986118,0.0687330868132991,1115.865433478131,14364.302474278189,15085.357785997981
438.57499999999965,4.843480000000004,69.02000000000001,1,4,5,6.033141040251228,0.6974986023332732,0.07483553660846017,1792.1926079362445,14357.04885816677,15777.957894260022
490.63299999999975,4.432120000000004,82.10000000000001,0,9,11,6.945843707252537,0.8764448911994316,0.07234067977493641,1007.1135124525675,23116.544439025798,23217.269804913518
528.5090000000007,6.335320000000006,59.980000000000004,0,7,9,6.252658723715894,0.529750186678853,0.12428840054044463,3890.184563810293,17265.37174559365,20169.345772766486
527.6160000000006,6.047320000000005,59.980000000000004,0,7,9,7.2681646179488775,0.8923979430932125,0.06715077835698305,1029.4459609067421,27171.639669202632,27542.828896066847
459.6189999999997,5.028520000000005,59.980000000000004,0,7,9,5.608673473932475,0.5255238770909492,0.23666115036468008,2668.6548670248662,12698.59655617146,13549.418862801384
539.7090000000013,5.5885600000000055,85.76,0,9,11,6.53244752720102,0.7334636618221998,0.10894555727298944,2212.6313058409787,21522.850853945765,22326.382580754012
462.62299999999965,4.367020000000003,64.91,0,8,10,6.425530349936976,0.8384184957282722,0.06635976884501159,1078.9910968458084,18267.415750784654,18854.632119792062
324.3989999999996,3.812980000000003,36.26,0,3,7,3.8561131571597214,0.24566470871758841,0.35854812997478946,1765.921552767795,3367.331434207545,4514.1193859235045
434.49199999999973,3.579200000000003,86.38,2,6,6,4.140996182779737,0.19046815499101724,0.555173049045841,2801.4719050819936,5966.0068904205555,6133.727955164303
484.5259999999998,3.982300000000003,83.03999999999999,2,6,6,5.759879628248658,0.5251722101765119,0.20687512692293378,2978.898188636322,14009.463510223388,15161.114182858093
383.43499999999966,3.5847000000000024,37.38,0,3,5,5.0184134786946135,0.6745058248964828,0.19149944507630132,1157.3198878257833,8846.02336617142,9309.874202094441
547.5820000000015,3.5257000000000014,111.63,1,9,13,6.682889674260396,0.5448584548727251,0.22678573698440316,4297.017331742917,21598.89091890797,23015.22692188874
668.8060000000015,4.326100000000002,143.04999999999998,3,10,10,7.743330702791472,0.7382313743138894,0.09620679077573228,3786.248629140237,37333.52971146427,39082.32746008813
447.5569999999998,2.968000000000001,88.18,1,5,13,4.993628557177324,0.22585682610487995,0.15624683939807957,4748.924766059105,6799.85192914502,10772.077965494833
473.4729999999998,3.0794000000000015,88.18,1,5,10,5.202178410295838,0.3597621909542428,0.1402362770360575,3758.424760034912,9345.186741375543,12523.266336221131
457.5339999999997,5.033040000000003,89.47,1,7,12,4.983718503434345,0.37329773288779966,0.1736219796458282,3140.2118957419157,8648.377199282853,10939.366712732062
504.96699999999976,2.0033,111.93,3,8,9,5.244269577966107,0.5161608885773484,0.187137059063522,2666.5258321834203,11784.291257737215,13324.75479453916
505.05799999999965,6.659300000000007,42.010000000000005,0,4,7,6.119522170290243,0.6438431055337823,0.1716437371094248,2515.86036362263,17049.14828317105,18262.372493791583
446.0599999999996,5.771400000000007,30.290000000000003,0,5,7,4.282829748340666,0.4248831003074815,0.1649880445453132,1968.6596072199995,6591.613141111637,7803.5549100651715
448.07599999999957,6.017400000000007,30.290000000000003,0,5,11,4.350215636437157,0.40064763186169605,0.19998246858869143,2102.808495276482,7041.5352940962,7814.773686610076
448.03199999999964,5.047500000000005,50.519999999999996,1,6,11,4.660620584158434,0.4898841993999119,0.2008592762426619,1981.7971943030616,8254.448189297884,9227.505054604972
449.5509999999997,3.302200000000002,76.08000000000001,2,7,9,5.87986397926275,0.7071299421836298,0.08302378077448123,1675.5531896183452,14109.289464300193,15299.631344477515
452.52999999999975,3.3454000000000024,68.74000000000001,1,7,8,5.080374350854356,0.5689354696694516,0.1895087099785702,1935.8067172429721,10267.488251471821,11156.487851558908
578.7640000000015,4.0801200000000035,93.45,0,9,10,6.102254511514254,0.7112676391753082,0.14232283546450222,2260.7524931299445,19989.279109772662,20853.429015096175
528.6820000000007,4.276920000000003,76.38,0,8,9,6.769694040156249,0.7579168286163569,0.14212445164688675,2096.6971677896913,22815.97736632973,23545.003702547943
680.8650000000017,4.997100000000005,118.98000000000002,1,11,12,7.7917073022939,0.5628112122683373,0.12346495529254398,7049.399644900372,35548.03087442858,40074.15464739899
448.6109999999996,4.252320000000003,80.36,2,5,4,4.232759696179185,0.3690898165369409,0.2160793073198075,2210.2100196775896,6214.702859263739,7649.944946692199
434.5839999999996,3.7197200000000024,80.36,2,5,4,4.154467809058902,0.305863222574827,0.22475537023885545,2413.9859482754814,5446.0843686896,7141.424109085664
462.6379999999996,4.640820000000003,80.36,2,5,5,4.169710647954963,0.2722265256167194,0.30744343730104756,2703.179531422175,5938.850667820732,7445.268842231913
434.5839999999996,3.8622200000000024,80.36,2,5,4,4.123825488729375,0.25314743908613574,0.30196594613171784,2623.263111914628,5286.085869009426,6871.666975273417
542.6990000000013,5.563400000000006,55.89000000000001,1,4,12,5.6898513836832665,0.2649455775929243,0.23577832668069232,6194.022841241669,12370.808996785785,16574.28669037905
363.4609999999996,3.751100000000002,68.36,3,3,10,4.957628613402353,0.548627053307769,0.17676641189410344,1580.224752694419,7656.410763130705,8629.712621365832
521.6870000000001,4.710600000000004,78.01,1,7,12,5.141640765494235,0.27245409866750386,0.23091253526040514,4799.56770894879,9721.900048065118,13061.65744380886
457.62199999999956,6.091120000000006,57.76,0,6,7,5.325037429227947,0.5304148725571267,0.1983553322755429,2375.0091864251394,11307.866128324786,12269.805169764872
